           1  -4.6289e-17  1.23833e-18    -0.765594    -0.642544    0.0316651     0.670304    -0.657541    -0.343994     -0.65783     0.717648    -0.228563    -0.846522     0.424853    -0.320782
 -4.6289e-17            1  3.28321e-17    -0.195621     0.279408     0.940034     0.408723      0.71403    -0.568425    -0.670963    -0.696257     -0.25502     0.307524    -0.101603      -0.9461
 1.23833e-18  3.28321e-17            1    -0.612861      0.71349    -0.339608     0.619385      0.24042     0.747369    -0.342153   -0.0144025     0.939534    -0.434546    -0.899543   -0.0446434
   -0.765594    -0.195621    -0.612861            1  3.63588e-17   3.1963e-18    -0.972732     0.216387   -0.0834778     0.844577    -0.404398     -0.35093      0.85425     0.245905     0.458026
   -0.642544     0.279408      0.71349  3.63588e-17            1  1.77306e-17     0.125425     0.793542     0.595449  -0.00891011    -0.665937     0.745955     0.319808     -0.94319   -0.0900842
   0.0316651     0.940034    -0.339608   3.1963e-18  1.77306e-17            1      0.19509     0.568742    -0.799044     -0.53536     -0.62689    -0.566038     0.409853     0.223435    -0.884363
    0.670304     0.408723     0.619385    -0.972732     0.125425      0.19509            1 -5.89467e-17 -6.75684e-17    -0.927108     0.187546     0.324494    -0.710886     -0.31391    -0.629366
   -0.657541      0.71403      0.24042     0.216387     0.793542     0.568742 -5.89467e-17            1   1.3992e-17    -0.128797    -0.972494      0.19408      0.67173    -0.568174    -0.475349
   -0.343994    -0.568425     0.747369   -0.0834778     0.595449    -0.799044 -6.75684e-17   1.3992e-17            1     0.351968      0.13814     0.925763    -0.208372    -0.760684     0.614769
    -0.65783    -0.670963    -0.342153     0.844577  -0.00891011     -0.53536    -0.927108    -0.128797     0.351968            1 -1.14063e-17   4.7651e-17     0.499211    0.0964716     0.861093
    0.717648    -0.696257   -0.0144025    -0.404398    -0.665937     -0.62689     0.187546    -0.972494      0.13814 -1.14063e-17            1 -2.01858e-17    -0.815362     0.388592     0.429163
   -0.228563     -0.25502     0.939534     -0.35093     0.745955    -0.566038     0.324494      0.19408     0.925763   4.7651e-17 -2.01858e-17            1    -0.293212    -0.916346     0.272649
   -0.846522     0.307524    -0.434546      0.85425     0.319808     0.409853    -0.710886      0.67173    -0.208372     0.499211    -0.815362    -0.293212            1  -9.6342e-17  1.12503e-17
    0.424853    -0.101603    -0.899543     0.245905     -0.94319     0.223435     -0.31391    -0.568174    -0.760684    0.0964716     0.388592    -0.916346  -9.6342e-17            1 -2.99734e-17
   -0.320782      -0.9461   -0.0446434     0.458026   -0.0900842    -0.884363    -0.629366    -0.475349     0.614769     0.861093     0.429163     0.272649  1.12503e-17 -2.99734e-17            1
