 1553.39  850.498  1545.46  376.963 -153.114  67.7971 -593.555 0.542094 -52.7218  511.131 -123.146 -220.631  313.888  261.436  215.965
 850.498  1905.69   1978.7  371.977 -356.952 -197.091 -649.572 -320.572 -34.4163  607.743  184.133 -287.061  143.625  380.724  511.317
 1545.46   1978.7  5272.71  1301.08 -972.481  122.871  -1314.9 -419.334 -591.544  1006.58  76.8865 -981.744  789.682  1132.02  599.105
 376.963  371.977  1301.08  5360.21 -3837.37  909.119  1288.19  340.171  679.993 -945.123  -15.657  1079.88 -894.127  -1184.4 -491.062
-153.114 -356.952 -972.481 -3837.37  3163.09 -232.856 -897.657 -386.008  -502.42  684.718   154.98 -823.474   562.55  901.686  446.929
 67.7971 -197.091  122.871  909.119 -232.856  931.188  70.8329 -141.399   189.14  28.6495  176.814   156.53 -244.338 -140.244  170.949
-593.555 -649.572  -1314.9  1288.19 -897.657  70.8329  5881.11  1544.52  1687.69  1209.95  42.2684 -885.423  804.564  1084.23  743.519
0.542094 -320.572 -419.334  340.171 -386.008 -141.399  1544.52  1312.25  518.682  344.747  227.859 -292.344  95.3359  369.955  361.967
-52.7218 -34.4163 -591.544  679.993  -502.42   189.14  1687.69  518.682  1606.51  249.656 -10.9972 -498.317  419.514   554.74  95.8007
 511.131  607.743  1006.58 -945.123  684.718  28.6495  1209.95  344.747  249.656  4451.72  310.211 -2865.03 -644.965 -920.046 -750.503
-123.146  184.133  76.8865  -15.657   154.98  176.814  42.2684  227.859 -10.9972  310.211  873.942 -236.435  103.088 -102.353 -210.461
-220.631 -287.061 -981.744  1079.88 -823.474   156.53 -885.423 -292.344 -498.317 -2865.03 -236.435  3408.68  699.275  1005.08  441.206
 313.888  143.625  789.682 -894.127   562.55 -244.338  804.564  95.3359  419.514 -644.965  103.088  699.275  2572.49  2920.98  907.863
 261.436  380.724  1132.02  -1184.4  901.686 -140.244  1084.23  369.955   554.74 -920.046 -102.353  1005.08  2920.98  4223.41   2013.8
 215.965  511.317  599.105 -491.062  446.929  170.949  743.519  361.967  95.8007 -750.503 -210.461  441.206  907.863   2013.8  2249.97
